,id,year,name,nrWords,title,author
1225,1225,2016,1610.01925v1,2081,Metaheuristic Algorithms for Convolution Neural Network,Aniati Murni Arymurthy
1226,1226,2015,1507.02491v1,1876,Parameter Sensitivity Analysis of Social Spider Algorithm,Victor O. K. Li
1227,1227,2017,1702.05603v3,3924,"A hybrid Lagrangean metaheuristic for the two-machine cross-docking flow
  shop scheduling problem",Martin G. Ravetti
1228,1228,2016,1603.01399v2,1650,"Sampling approach to sparse approximation problem: determining degrees
  of freedom by simulated annealing",Yoshiyuki Kabashima
1229,1229,2011,1103.0125v1,2056,"Search-based software test data generation using evolutionary
  computation",P. Maragathavalli
1230,1230,2012,1211.6658v1,1163,Nature-Inspired Mateheuristic Algorithms: Success and New Challenges,Xin-She Yang
1231,1231,2007,0712.0451v1,2173,"A Reactive Tabu Search Algorithm for Stimuli Generation in
  Psycholinguistics",Alejandro Chinea Manrique De Lara
1232,1232,2017,1708.07040v1,2261,"Adaptive Plant Propagation Algorithm for Solving Economic Load Dispatch
  Problem",Sayan Nag
1233,1233,2015,1502.02407v1,4339,A Social Spider Algorithm for Global Optimization,Victor O. K. Li
1234,1234,2008,0809.0416v1,322,Genetic Algorithms for multiple objective vehicle routing,Martin Josef Geiger
1235,1235,2018,1812.04832v1,0,"MorpheuS: generating structured music with constrained patterns and
  tension",Elaine Chew
1236,1236,2018,1803.09254v3,1510,"A theory of the phenomenology of multipopulation genetic algorithm with
  an application to the Ising model",Bruno W. D. Morais
1237,1237,2015,1507.00862v1,2363,"Using Monte Carlo method for searching partitionings of hard variants of
  Boolean satisfiability problem",Oleg Zaikin
1238,1238,2012,1207.4629v1,2244,On the Neutrality of Flowshop Scheduling Fitness Landscapes,Sébastien Verel
1239,1239,2012,1202.3887v1,2464,"Extended Mixture of MLP Experts by Hybrid of Conjugate Gradient Method
  and Modified Cuckoo Search",Javad Hatami
1240,1240,2010,1001.0317v2,7397,Pseudorandomness in Central Force Optimization,Richard A. Formato
1241,1241,2017,1701.00833v1,2293,"Fuzzy finite element model updating using metaheuristic optimization
  algorithms",S. Adhikari
1242,1242,2012,1211.6410v1,1249,New Hoopoe Heuristic Optimization,Magdy Rashad
1243,1243,2018,1808.08818v1,8953,A new Taxonomy of Continuous Global Optimization Algorithms,Thomas Bartz-Beielstein
1244,1244,2013,1303.6342v1,2623,Efficiency Analysis of Swarm Intelligence and Randomization Techniques,Xin-She Yang
1245,1245,2016,1701.00736v1,1722,Simulated Tornado Optimization,S. Ali Hosseini
1246,1246,2018,1811.02271v1,3015,"A Parallel MOEA with Criterion-based Selection Applied to the Knapsack
  Problem",Chaabane Djamel
1247,1247,2011,1104.2518v1,2946,"Design, Engineering, and Experimental Analysis of a Simulated Annealing
  Approach to the Post-Enrolment Course Timetabling Problem",Andrea Schaerf
1248,1248,2015,1509.02384v3,8840,"A unified heuristic and an annotated bibliography for a large class of
  earliness-tardiness scheduling problems",Anand Subramanian
1249,1249,2014,1404.4067v1,2920,"An effective AHP-based metaheuristic approach to solve supplier
  selection problem",Pranab K Dan
1250,1250,2011,1105.5900v2,2377,"Ethane: A Heterogeneous Parallel Search Algorithm for Heterogeneous
  Platforms",Enrique Alba
1251,1251,2012,1210.3946v1,2347,Local optima networks and the performance of iterated local search,Marco Tomassini
1252,1252,2017,1702.08450v1,2345,"A Knowledge-Based Approach to Word Sense Disambiguation by
  distributional selection and semantic features",Mokhtar Billami
1253,1253,2015,1502.02127v2,776,Hyperparameter Search in Machine Learning,Bart De Moor
1254,1254,2017,1706.08089v1,2899,"Finding optimal finite biological sequences over finite alphabets: the
  OptiFin toolbox",Stéphane Chrétien
1255,1255,2019,1902.11160v1,896,"Dynamic Solution Probability Acceptance within the Flower Pollination
  Algorithm for t-way Test Suite Generation",Bestoun S. Ahmed
1256,1256,2018,1809.08321v1,4170,A Step-by-Step Guide to Using BioNetFit,Richard G. Posner
1257,1257,2017,1708.04745v3,2958,"Weight-based Fish School Search algorithm for Many-Objective
  Optimization",J. B. Monteiro Filho
1258,1258,2018,1803.03628v3,4686,The Electric Two-echelon Vehicle Routing Problem,Thibaut Vidal
1259,1259,2014,1401.4539v2,2399,"Solving the Minimum Common String Partition Problem with the Help of
  Ants",M. Sohel Rahman
1260,1260,2012,1207.6514v1,1331,Earthquake Scenario Reduction by Symmetry Reasoning,Steven Prestwich
1261,1261,2016,1605.07364v1,2164,"Non-Gaussian Random Generators in Bacteria Foraging Algorithm for
  Multiobjective Optimization",Irraivan Elamvazuthi
1262,1262,2011,1109.3094v1,1683,"On the use of reference points for the biobjective Inventory Routing
  Problem",Marc Sevaux
1263,1263,2018,1811.01945v2,2986,"Chaotic Quantum Double Delta Swarm Algorithm using Chebyshev Maps:
  Theoretical Foundations, Performance Analyses and Convergence Issues",Richard Alan Peters II
1264,1264,2018,1804.07995v1,1873,"Global Convergence Analysis of the Flower Pollination Algorithm: A
  Discrete-Time Markov Chain Approach",Yuxin Zhao
1265,1265,2016,1607.04324v1,1895,Random-Key Cuckoo Search for the Travelling Salesman Problem,Xin-She Yang
1266,1266,2013,1305.6187v2,1188,Improved Branch-and-Bound for Low Autocorrelation Binary Sequences,S. D. Prestwich
1267,1267,2017,1708.05264v1,2308,"Design, Configuration, Implementation, and Performance of a Simple 32
  Core Raspberry Pi Cluster",Vincent A. Cicirello
1268,1268,2017,1705.09844v1,3095,"Quadratic Unconstrained Binary Optimization Problem Preprocessing:
  Theory and Empirical Analysis",Fred Glover
1269,1269,2010,1002.2798v2,7382,"Comparative Results: Group Search Optimizer and Central Force
  Optimization",Richard A. Formato
1270,1270,2015,1509.08792v1,891,"An intelligent extension of Variable Neighbourhood Search for labelling
  graph problems",Josè Andrès Moreno Pèrez
1271,1271,2017,1709.03187v1,2321,Applying ACO To Large Scale TSP Instances,Darren M. Chitty
1272,1272,2016,1609.04069v1,17210,"A Survey of Multi-Objective Optimization in Wireless Sensor Networks:
  Metrics, Algorithms and Open Problems",Lajos Hanzo
1273,1273,2018,1807.01844v1,4008,"Pontogammarus Maeoticus Swarm Optimization: A Metaheuristic Optimization
  Algorithm",Saeed Sharifian
1274,1274,2012,1207.5672v1,2201,"Bin Packing/Covering with Delivery: Some variations, theoretical results
  and efficient offline algorithms",Zsolt Tuza
1275,1275,2014,1403.2842v1,891,"Application of Particle Swarm Optimization to Microwave Tapered
  Microstrip Lines",Sadik Ulker
1276,1276,2018,1807.02754v1,4025,Model-Free Optimization Using Eagle Perching Optimizer,Yinyan Zhang
1277,1277,2017,1707.06169v1,1835,Fish School Search Algorithm for Constrained Optimization,Fernando Buarque de Lima Neto
1278,1278,2010,1008.0549v1,397,Test Problems in Optimization,Xin-She Yang
1279,1279,2014,1401.3477v1,3510,"Solving Weighted Constraint Satisfaction Problems with Memetic/Exact
  Hybrid Algorithms",Antonio José Fernández
1280,1280,2015,1501.05354v2,1560,"A speed and departure time optimization algorithm for the
  Pollution-Routing Problem",Thibaut Vidal
1281,1281,2017,1711.08840v1,4799,A general and scalable matheuristic for fleet design,Tommaso Urli
1282,1282,2014,1405.5643v1,1921,"Interactive Reference Point-Based Guided Local Search for the
  Bi-objective Inventory Routing Problem",Marc Sevaux
